Cod Transaccion;Num. unidades;Valor unidad para las operaciones del dia t;Valor fondo al cierre del dia t;Num. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. ano
24265;6937211.969;14356.37;99794392187.43;2982;487.00974;55.287292;98.378914;27.59037
24266;71;10200.21;724214.64;1;41.96765;0.0;0.0;0.0
24267;6730364.793;28830.65;194013850402.23;4878;39.16969;18.25374;6.841165;-7.283562
24268;736140.765;11883.26;8747755739.90;1;40.989017;19.804182;8.250643;-6.090302
24269;10716518.041;16909.73;181091547878.43;2326;-2.799469;6.032004;14.811339;11.447254
24270;125070.752;12027.77;1504322789.28;1;-2.124025;6.801168;15.62864;12.232074
24271;53122.759;13123.74;697169127.27;1;658.36414;56.324677;32.52686;23.552818
24272;39.908;10380.64;414266.27;1;661.951;57.215588;0.0;0.0
24273;8231253.276;19705.94;162083573060.79;3364;648.6227;54.266933;30.805693;21.946716
24274;1160221.06;14967.09;18824831012.66;12;8.265454;11.419012;15.423023;15.029496
24275;3371238.298;14884.55;50355359005.54;1093;8.030831;11.177255;15.171349;14.779553
24276;0;10000.00;0.00;0;-100.0;-90.44243;-18.937696;-5.136414
24277;10;10092.37;100923.66;1;18.09615;0.0;0.0;0.0
24278;5491444.075;12273.92;67486539362.67;1937;15.717656;12.701028;18.793968;13.966861
24279;930799.596;10042.59;9347691140.40;307;-64.091805;3.452297;0.253548;0.0
24280;200.901;10138.67;2036865.72;2;10.035404;20.479214;0.0;0.0
24281;4577068.683;4680.27;21421926359.39;7;0.975141;-52.58006;-45.217987;-30.157343
24282;34784532.182;19439.87;707212329012.70;279;27.357056;13.631291;13.772853;13.710959
24283;7535561.338;47822.37;364427975910.21;3273;25.362904;13.579155;13.428378;13.478594
24284;35960;10144.81;364807274.64;1;-2.274435;36.10338;2.792671;0.0
24285;40;10114.52;404580.85;1;-2.852565;35.29917;2.184818;0.0
24286;4000;10134.68;40538724.11;1;-2.467867;35.834217;2.589231;0.0
24287;52000;10426.44;542175029.87;1;-35.268494;8.064201;8.598551;0.0
24288;2200;10408.30;22898254.47;1;-35.49209;7.691445;8.223959;0.0
24289;70140.125;10459.67;733642306.07;5;-34.55559;9.252654;0.0;0.0
24290;28;10403.10;291286.88;1;-35.556683;7.583695;8.116838;0.0
24291;125972;10452.53;1316725969.87;1;-34.946377;8.601194;9.138192;0.0
24292;19800;10413.47;206186750.72;1;-35.428364;7.797686;8.330721;0.0
24293;4000;10246.64;40986543.32;1;16.910913;42.887966;4.876335;0.0
24294;40;10226.16;409046.40;1;16.45062;42.325752;4.460987;0.0
24295;35960;10256.86;968836626.59;2;17.142319;43.170647;5.08399;0.0
24296;35960;10493.83;977358008.51;2;93.08379;54.481865;10.011872;0.0
24297;49.756;10462.53;520576.15;2;91.94757;53.572598;9.362041;0.0
24298;4000;10483.39;41933559.51;1;92.70361;54.177513;9.794933;0.0
24299;4000;10719.92;42879686.55;1;164.57706;65.11209;14.820647;0.0
24300;40;10698.70;427947.88;1;163.54048;64.465034;14.370122;0.0
24301;35960;10730.58;385871738.35;1;165.09802;65.437645;15.047267;0.0
24302;4000;10909.07;43636294.35;1;285.40134;74.77872;18.921108;0.0
24303;40;10887.49;435499.60;1;283.89517;74.0944;18.454828;0.0
24304;35960;10919.91;392679989.80;1;286.15866;75.12294;19.15557;0.0
24305;17515970.057;13690.18;239796960708.51;4;-60.49657;6.600481;-29.313456;-19.544918
24306;15438821.017;10812.60;166933850960.39;4;0.0;60.05578;0.0;0.0
24307;35556588.098;10414.79;390192640014.75;3;0.0;54.72652;0.0;0.0
24308;146460743.723;23626.72;3470275288031.93;18908;11.588977;11.274808;11.445577;12.004759
24309;15878090.406;10543.13;227964820274.65;3;12.031654;11.716252;0.0;0.0
24310;438253.192;10822.91;4743172787.26;3;12.927632;12.609713;12.782551;0.0
24311;1129795.672;13715.04;15634918356.77;1;11.588968;11.274808;11.445559;12.004701
24312;482589.611;10361.12;8292006413.62;12;17.79574;16.316162;0.0;0.0
24313;101820.402;14458.94;1472215571.68;1;16.399532;14.937442;17.563276;16.340809
24314;9604828.925;30015.70;286773797876.17;2294;16.39953;14.937442;17.563276;16.340809
24315;17766.461;11315.68;201039539.29;1;-25.633438;16.970201;26.121126;20.587467
24316;2136479.512;23591.09;50633430240.74;822;-25.633436;16.970213;26.121162;20.587475
24317;80194.572;8908.01;714374042.76;1;314.47238;-12.985471;22.254007;8.110628
24318;25000;9999.89;249997204.31;1;322.72928;0.0;0.0;0.0
24319;3078738.801;9896.13;30467605194.42;1253;314.47238;-12.985472;22.254007;8.110628
24320;68294.502;10026.25;684737560.65;2;3.190705;0.0;0.0;0.0
24321;10446130.162;13413.03;141004276804.00;1137;1.665788;15.907102;16.991768;17.96546
24322;1465803.333;12631.83;18515778724.45;372;12.382333;24.606844;11.513376;-1.063117
24323;2000000;11051.14;22102278456.83;1;14.531455;14.715454;12.571265;0.0
24324;3107478.757;12948.62;40130248932.60;733;14.194048;14.377503;12.239614;11.560076
24325;100000;11317.07;1131707138.56;1;16.248787;16.435535;14.25928;0.0
24326;5366878.005;11149.95;59840448125.02;963;365.7298;46.740517;27.265776;22.011503
24327;733478.382;8423.61;5778533922.91;90;-68.76662;-2.352698;-4.450799;-13.911819
24328;313586.259;10459.10;3279829421.27;16;1.652349;12.294256;11.813081;0.0
24329;4312481.181;11073.79;48098629151.18;247;2.41216;13.205126;15.595357;0.0
24330;1263100;10908.04;13777944261.48;1;-11.982053;221.7193;0.0;0.0
24331;1281378.607;10856.14;13910819553.26;288;-13.283318;216.97963;0.0;0.0
24332;29257.486;253256.93;7409661152.28;2;-4.881686;4.215068;11.823563;11.81468
24333;77872464;12996.48;1012068250299.60;4303;8.232689;9.871404;6.605343;8.832072
24334;10012126.272;35188.22;352308890920.76;3;0.001984;-58.099716;14.721879;24.195162
24335;242305.503;4562.84;1105602082.66;3;-43.60023;-9.152635;-5.670085;-54.436066
24336;673337.771;11779.32;7931462232.93;5;-68.11959;-12.280965;-25.280766;-31.635714
24337;188202.038;38674.36;7278594108.09;6;-69.18709;-7.118736;4.407971;-20.471113
24338;1223302.746;14825.99;18136677649.98;14;0.092393;-55.708572;-9.272101;4.059523
24339;79402.252;10135.25;804761812.44;1;0.293779;-66.75202;-12.931131;2.608787
24340;7099482.712;4070.55;28898795825.45;5;-71.031715;-7.711336;-15.311554;-30.400688
24341;1694615.831;7589.42;12861154342.72;2;-44.737858;-16.8849;-35.306915;-27.035374
24342;496952.97;7270.11;3612900662.97;1;-43.21386;-16.938196;-35.570885;-27.0089
24343;12207494.467;1142.30;13944665631.31;3;0.040876;-2.450655;-85.61975;-58.544144
24344;491622.898;9781.67;4808893202.37;1;-44.97945;-16.00767;-34.310707;-26.641945
24345;33038.625;6257.42;206736581.76;1;0.398704;-1.021576;23.778316;-1.972618
24346;4487698.67;4636.27;20806196760.69;2;0.400444;-7.403372;18.160513;-6.197695
24347;7473430.21;13508.60;100955553496.11;7;-42.540245;-3.90603;-1.010647;-3.293359
24348;6492304.128;6640.70;43113443308.36;1;-70.30238;-6.24762;28.941288;-20.424671
24349;4490942.59;32906.42;147780842154.04;1;-1.705745;1.892108;19.432657;33.307564
24350;7934854.654;24473.38;194192734995.55;4;0.961742;-1.230098;21.050692;17.129366
24351;53680.975;27585.06;1480792691.17;1;0.961741;-0.160077;22.183666;18.231695
24352;391685.988;14136.03;5536883810.44;2;0.426217;9.508419;-24.09378;-6.237063
24353;52603911640.663;1.54;81205532316.45;1;0.236723;51.162533;0.917867;1.19181
24354;686131.459;14486.20;9939438847.31;2;0.186029;10.499195;-25.278442;-6.631052
24355;173074088.194;7386.13;1278346855711.55;1;-0.371549;6.842851;21.657701;12.906261
24356;6678468.081;6541.28;43685726460.17;1;0.008019;-20.84454;17.375347;-2.844947
24357;5392273.102;2909.46;15688576559.78;1;0.012634;5.261856;1.000353;-9.825291
24358;8979423.755;15620.15;140259972954.66;15;-69.32743;-6.66572;17.230011;-3.842606
24359;617397.237;11487.94;7092620059.16;3;-69.32743;-7.069519;14.135057;-5.113471
24360;3748.552;13881.74;52036445.34;1;0.285883;17.017282;14.748701;16.071886
24361;1442816.46;13891.27;20042547746.78;2;0.285887;17.067734;14.752431;16.08257
24362;3029223.155;13838.28;41919253060.20;1;0.285885;16.597408;14.6661;15.885164
24363;314.645;8398.24;2642460.43;2;4.15848;-60.464672;0.0;0.0
24364;39685.355;3624.93;143856602.89;3;4.15846;-97.966286;0.0;0.0
24365;10595659.335;12681.79;126961482669.03;220;21.553434;13.287609;13.741475;13.23569
24366;5524982.132;12549.42;72725926113.97;426;21.072277;12.839086;13.290594;12.787286
24367;29480298.264;12815.38;359600454608.63;96;12.244009;12.11785;13.201072;13.237118
24368;47375419.634;12745.33;471995920134.11;9;12.07582;11.949852;13.031455;13.067447
24369;171818117.784;12606.38;2120704989337.61;346;11.740202;11.614608;12.692981;12.728866
24370;2210468.62;13109.06;28977160472.30;5;13.201834;13.074601;14.167042;14.203394
24371;192949183.12;5517.49;1058805853740.58;7491;11.517011;11.391668;12.467894;12.503707
24372;825522.841;12802.29;10568583390.44;12;6.317015;13.490588;16.211761;16.97149
24373;20839540.273;40579.31;854759729942.28;4244;5.78684;12.924743;15.632387;16.388338
24374;2601350.361;13314.07;36634553594.95;4;7.385321;14.630775;17.379211;18.14655
24375;13431016.352;17603.36;238697969626.58;881;-16.358807;10.519047;17.457886;19.033966
24376;1345588.311;12338.21;16602149594.18;3;-15.094135;12.188834;19.232212;20.832035
24377;126776.637;11386.80;1443579593.15;1;389.18347;45.085594;19.25318;1.762096
24378;1727706.332;24165.58;41721634970.11;308;379.53836;42.21549;16.892818;-0.252939
24379;2205563.398;15300.27;33860109200.53;184;83.658905;16.60296;18.321796;12.06885
24380;114354.1;10676.63;1220915881.69;1;86.42985;18.364407;20.109144;13.761993
24381;542881.084;18024.41;9785109685.12;2;4.720719;13.916987;16.569363;16.025957
24382;229219.099;18368.70;4210456549.15;2;6.43555;9.560672;18.335009;9.653193
24383;49081.13;12329.59;605150386.95;2;36.632324;35.755085;82.27855;0.0
24384;4215504.994;16684.74;70341406858.82;1531;35.003895;34.13701;80.10773;16.306383
24385;372380.475;14930.20;5559716772.72;2;37.728813;36.8446;83.740234;18.654972
24386;1108488.674;14280.94;15818233734.40;120;75.6751;18.123734;17.703138;14.138439
24387;88418.348;11519.73;1018555067.70;1;78.32591;19.908089;19.48116;15.862758
24388;7712980.509;15762.00;121572029013.33;305;14.615428;14.229779;14.822608;15.108575
24389;43851358.146;6497.48;286959358515.60;46;14.206717;12.284349;13.441954;13.776497
24390;6649162.113;10104.66;63249541794.16;1;14.549724;12.621599;0.0;0.0
24391;8412847.668;15600.77;129746866782.94;28;15.700522;13.753079;14.925784;15.264691
24392;8577603.135;6705.72;72574010495.73;54;14.721615;12.790603;13.953412;14.28946
24393;75942460.268;6329.69;470016298332.60;7752;13.978616;12.060075;13.215374;13.549237
24394;3271420.852;11801.81;38610128320.37;241;-61.67572;-0.018639;-2.360759;-12.441039
24395;635654.154;15435.56;9811674852.22;288;33.36525;18.996143;22.452663;11.490729
24396;27804.235;14199.00;394792400.22;1;15.379563;15.737641;16.038065;16.996227
24397;3522085.811;29415.63;103771923479.62;867;13.095722;13.446729;13.741222;14.68047
24398;373541.99;10528.18;3932716524.97;68;-57.345528;4.908655;6.721366;-2.850222
24399;4997796.614;12219.50;61070562863.63;312;12.343967;13.235386;13.801439;14.22783
24400;253481.373;8235.78;2108211309.30;23;-91.21714;-8.013143;-2.878526;-6.975211
24401;145424.707;5206.50;757153727.35;3;-91.03852;-6.15448;-0.916328;-5.09557
24402;50516.168;11588.72;585417601.75;1;13.974536;15.022126;16.616915;0.0
24403;878557.324;12571.46;11044751824.69;62;13.010194;14.048942;15.630274;15.52463
24404;59950788.191;33980.15;2037136686919.01;1796;36.80514;32.886906;9.391145;-0.625499
24405;14868345.21;24138.60;358901062233.30;2;-12.425575;-1.100621;156.76396;42.461163
24406;62039.39;121406.30;7531972495.82;1;-48.58569;0.123013;-1.977628;-8.410385
24407;661928.665;296846.43;196491159302.77;1;20.217087;17.843794;13.3977;15.922005
24408;10789285.599;129514.78;1397371957218.52;16;20.690853;18.257635;13.266145;15.845485
24409;426566.489;470826.17;200838667311.44;3;19.763983;17.44793;13.522741;15.994005
24410;3.46;60476417.46;209229354.35;3;822.88574;953.2213;544.7046;608.7997
24411;2.762;39877325.51;110145798.83;1;736.706;770.90314;471.87808;304.05145
24412;7.735;4181983.53;32346914.93;0;877.41376;925.8644;401.9699;259.7805
24413;5069364.948;8522.06;43201406923.66;100;-0.110774;-0.118623;-28.04761;-24.654257
24414;2726268.693;19978.18;54465876326.69;39;10.913558;9.960831;9.163342;-1.806862
24415;426409.081;15115.34;6445319034.66;3;31.238897;29.994839;22.46102;-66.86685
24416;10630250.141;14817.13;157509818802.74;6;31.238895;29.994839;20.090307;-61.67163
24417;2253451.183;14529.31;32741085759.48;6;31.238897;29.994839;17.067333;-33.04132
24418;89104613.44;3090.59;275386101146.23;10;17.733288;-50.739655;5.597831;0.0
24419;1516992.928;5802.87;8802917662.96;1;18.953955;-55.782284;4.766058;0.0
24420;10000;1050.07;10500684.19;1;-99.995285;-99.96959;-97.9576;0.0
24421;464335607.602;39037.89;17859696650211.42;716218;18.911997;13.275223;13.60509;13.588764
24422;1043657.927;46292.27;48623689527.16;2862;6.504155;13.329849;16.262163;16.323902
24423;2417393.661;45909.93;113951678909.40;3425;6.40165;13.171784;16.155273;16.232574
24424;259936.144;47542.85;12240472736.48;990;6.508017;13.365891;16.419561;16.533297
24425;885903.682;46007.29;40700394169.16;1902;6.68047;13.206377;16.185753;16.227373
24426;28318030.535;45030.84;1277738881870.85;18739;6.310564;13.051175;16.030706;16.09117
24427;23045445.36;29330.12;675515798448.39;374888;-2.755893;11.982235;17.204172;17.15509
24428;5402774.935;18263.60;98863446547.93;3333;90.50667;26.546125;24.89961;16.327803
24429;647855.981;66669.76;43326901201.62;4965;472.82925;55.79452;96.752;27.066814
24430;13918111.764;36019.36;502309983273.31;7442;-37.41655;5.720863;14.527913;17.241514
24431;73354034.085;20732.68;1511924435645.16;5821;20.592785;13.116394;13.653313;13.556595
24432;2489342.741;10331.13;25717724253.73;2;5.621642;8.543092;8.30146;4.782903
24433;16152816.582;10225.82;165175742305.70;1926;5.094927;8.001832;7.761415;4.258938
24434;4224311.106;10388.21;43883045788.70;305;29.635723;14.226211;13.337605;-4.478679
24435;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
24436;13243667.682;13550.46;179457808794.63;78;9.166244;17.364283;-0.844558;3.477754
24437;22334019.825;13264.25;296162481430.48;2379;9.166243;17.043127;-1.14287;3.167376
24438;71390580.042;47979.23;3425265012545.18;4;13.860672;10.781706;1.551113;6.972224
24439;101135.383;23755.75;2402546511.05;12;-6.39439;-7.224452;11927.44;706.56683
24440;4603822.436;3011.79;13865728609.60;8;-1.033993;-0.70166;-25.234997;-11.193684
24441;3585964.997;6053.56;21707847455.32;4;0.678077;336.45584;-19.661943;-11.060431
24442;23249377.189;2687.09;62473241469.17;12;-0.281147;-23.683886;-7.830871;-7.867536
24443;187517358.864;13604.68;2551113839196.54;8;20.073914;10.682669;1.96465;1.280985
24444;308462320.167;3135.11;967063183563.65;16;20.055672;17.737598;5.859779;8.992941
24445;3187058.125;2035.71;6487919840.35;2;97.394035;-75.62288;-61.78651;-83.70204
24446;2749298.939;16216.04;44582750635.34;5;-0.522654;-1.366048;10.825249;-0.886977
24447;28243924.754;16625.90;469580576287.37;39;1.337829;0.776766;-15.40486;-7.990875
24448;23047756.757;46372.59;1068784178432.13;18;19.921667;17.739834;6.103844;2647.8345
24449;49730230.964;16039.64;797654861317.37;2;-0.464883;-4.695459;-7.420816;7.637055
24450;47285902.636;11736.42;554967363053.75;2;-0.667805;9.435498;8.887759;12.489975
24451;4098886.512;18056.56;74011799709.72;2;-13.96843;-9.552177;-4.426904;-25.247717
24452;53108767.445;11869.61;630380161029.24;2;-0.720936;-2.572751;41.805836;0.0
24453;2716462.96;245854.97;664764595317.13;5983;6.330169;10.596571;12.472956;11.370868
24454;492525.69;80487.03;39744000054.21;1264;-1.193789;9.284749;11.936388;11.085466
24455;169723.087;22761.04;3863073877.96;236;15.023723;13.731886;13.939583;13.32681
24456;87608.824;21591.52;1891607378.02;48;8.844398;12.134327;12.101751;11.682313
24457;7704237.219;12678.33;97328209596.89;184;-1.698365;11.771027;14.133198;12.945459
24458;16559693.969;21891.52;363033594710.73;2332;16.577175;12.101424;12.75587;12.664753
24459;4487290.74;73283.26;336010079545.00;1346;16.939041;12.419386;13.008652;12.783909
24460;416226.675;11625.61;4838878368.70;2;10.065073;8.226492;5.450988;6.745473
24461;27129.195;231269.44;6274153816.74;8;20.522465;13.814085;13.326297;13.726107
24462;862408.881;217728.38;187134187179.43;3179;19.105198;12.475496;11.993428;12.388549
24463;288.84;208192.33;60134191.06;4;18.063862;11.491974;11.014087;11.405772
24464;140376.845;223252.90;34892000938.74;6;19.691664;13.029406;12.544971;12.942033
24465;148827.378;223252.04;32870396181.71;3;19.691664;13.029406;12.544512;12.941803
24466;25927.128;217708.59;5644558448.28;446;19.105198;12.475496;11.972414;12.378062
24467;993027.659;10962.18;10885747973.10;2;20.522465;13.814086;13.326297;0.0
24468;1550527.837;17017.89;26382980608.09;8;15.918338;12.418232;11.880293;12.639015
24469;1017019.617;15319.96;15143574836.58;31;13.553422;10.124533;9.59754;10.340823
24470;8398.868;16019.23;134543430.17;9;14.555068;11.096016;10.564385;11.314208
24471;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
24472;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
24473;4274462.549;12210.74;34675566164.48;5;15.119191;11.64315;11.107474;11.861696
24474;1850539.861;16021.72;29726644585.26;121;14.555068;11.096015;10.566932;11.315483
24475;163047.201;16428.62;2684701066.96;1;15.119192;11.64315;11.10891;11.862415
24476;3973020.743;10195.10;40505348889.31;2;12.288991;10.507425;0.0;0.0
24477;3416.459;9140.06;31226632.50;2;8.546685;6.824348;-15.451228;0.0
24478;565362.224;6341.75;3585385686.33;15;0.375655;-10.59669;-12.648232;-10.758677
24479;457930.939;3997.68;1830661884.30;10;4.121222;-7.719558;-15.635296;-8.187198
24480;332618.044;10118.54;3365607721.32;4;4.430917;-2.899107;-23.363424;-11.416687
24481;1077728.443;15878.56;17112775307.52;30;-0.728828;-1.454393;-2.283729;-1.789076
24482;743826.44;6689.23;4975629749.58;13;-0.805989;-2.767182;-5.183777;-4.231474
24483;979795.648;9403.54;9213551247.60;20;4.204267;3.223318;-11.035898;-4.287433
24484;662435.079;1507.22;998436631.32;4;-9.40193;-15.056591;-31.167109;-28.002174
24485;1260323.19;6941.27;8748249085.29;2;3.58104;2.161933;-0.658403;1.503203
24486;521908.489;4219.55;2202220021.82;7;0.908738;-2.35709;-6.186177;-4.088703
24487;852671.53;208.57;177842912.77;12;-45.68348;-51.724;-94.54551;-78.59668
24488;359089.931;4495.12;1614150730.31;3;19.1405;14.336615;8.211577;11.80823
24489;699145.116;7736.15;5408690714.20;15;8.893192;8.54056;-5.460601;8.158273
24490;1100602.426;19059.96;20977443427.19;1;6.013381;11.587968;1.296043;6.394335
24491;6677360.742;19190.25;128140244074.70;85;5.94986;11.232443;0.990885;6.206563
24492;70273.906;10555.81;741797962.75;1;6.23021;12.809191;2.346769;7.634889
24493;42361.305;2120.55;89829463.54;2;12.567913;9.495119;10.439903;5.712498
24494;233996.461;16967.75;3884422177.03;25;12.457574;9.38779;10.331653;10.684648
24495;1254.526;17953.91;22523649.85;2;13.79593;10.689732;11.644795;12.001982
24496;246583.444;17371.14;4495057678.51;357;13.011397;9.928955;10.875424;11.229958
24497;20878.284;17618.11;367835936.38;7;13.346311;10.254758;11.204024;11.559606
24498;1072614.048;10807.09;11591839822.34;2;14.769794;12.388447;13.15938;0.0
24499;7222.437;16097.02;116259700.84;2;13.86904;11.506339;12.271237;12.503625
24500;18999.792;12963.32;246300410.69;3;15.340007;12.946865;13.72162;13.957001
24501;45935.826;12337.01;566710781.56;3;13.980869;11.615847;12.381495;12.614111
24502;12581041.173;12713.43;159948199329.43;3;14.883388;12.49969;13.271384;13.505837
24503;4031834.101;16363.73;65971271456.90;9;13.980869;11.615847;12.381495;12.614111
24504;179585.682;16864.37;3028600026.10;19;14.656425;12.277423;13.047597;13.281588
24505;2930907.492;17208.32;65804001480.16;22;15.11125;12.722837;13.496057;13.730974
24506;1082677.972;16611.80;17688805486.75;558;14.317652;11.94566;12.713565;12.946866
24507;28311235.844;16611.38;470194559948.51;12;14.317652;11.94566;12.713565;12.946866
24508;4207982.334;10502.01;44192259504.04;2;14.883388;12.49969;0.0;0.0
24509;5966317.609;12756.54;76109589851.53;1;15.11125;12.722837;13.496057;13.730974
24510;20433050.115;16068.98;327204805367.90;1208;13.202689;10.85377;11.614205;11.845237
24511;8579181.087;12677.52;108762707825.34;1;15.11125;12.722837;13.496057;13.730974
24512;294218.554;13162.35;3872608531.40;24;8.231881;10.704649;10.657456;11.378112
24513;452697.171;11498.11;5205159617.52;11;12.568206;12.593858;10.661973;11.183876
24514;47304639.002;10243.69;484448995102.82;2;9.235553;11.108715;0.0;0.0
24515;23416596.777;10153.07;237750327880.39;1;9.776206;11.658614;0.0;0.0
24516;4336701.279;1091.71;4734441390.62;6;-3.842083;-99.72801;-45.694138;-36.81811
24517;13764268.579;23545.08;308627199339.85;12;16.159786;12.736349;12.460791;12.379141
24518;159.707;11225.91;1792860.75;1;17.080374;13.629931;13.352185;0.0
24519;227916.632;23336.56;5326440672.68;233;16.274075;12.847279;12.57145;12.489721
24520;5733895.924;24290.64;140675894155.48;28;17.371107;13.912069;13.633645;13.551146
24521;3187869.248;23320.24;79009287997.86;87;15.93188;12.515142;12.240123;12.158634
24522;1589262.113;23732.67;37518020792.89;95;16.73348;13.293182;13.016266;12.934215
24523;246904.547;22874.37;5649685812.85;10;15.478733;12.075314;11.801367;11.720197
24524;2689617.378;13727.98;36923017992.97;3;18.133684;14.652233;14.372004;14.288972
24525;391827.061;12088.30;4952770824.90;9;15.365998;11.965893;11.692213;11.611121
24526;1336718.038;16214.41;21671052563.30;68;9.028013;14.359961;15.129783;14.428714
24527;243420.629;4766.27;1160208832.50;4;-68.83568;-19.4633;-73.03414;2.434912
24528;9197380.009;10703.82;98571202800.99;6;-4.352514;4.250226;3.341499;-5.24628
24529;16635456.894;11434.26;190214219611.23;2;7.334309;-1.41047;-3.477828;4.670733
24530;3818622.207;23758.76;91697241118.85;4245;-2.961088;13.021879;15.722344;13.718892
24531;30294186.282;27112.32;825254591551.80;89219;12.731991;11.673445;12.530619;12.778586
24532;22332721.558;11834.57;264298266683.74;2;15.219839;12.146445;12.639029;12.830756
24533;31828184.821;10406.50;330154107619.08;257;15.506219;12.425266;12.919533;13.112097
24534;131235413.919;10061.68;1323717719920.99;102438;14.878046;11.814235;12.30553;12.497536
24535;268640480.93;10064.10;2706625200283.57;14812;14.887558;11.816702;12.314327;12.507687
24536;125629994.076;10215.93;1279795782058.35;5482;15.219836;12.146978;12.639901;12.832237
24537;17613469.434;10093.64;168456080666.47;7;14.991751;11.924426;12.418801;12.633912
24538;25480050.098;10502.64;266107247832.00;33;15.448827;12.369342;12.862933;13.055972
24539;43542444.964;18943.65;817480953457.03;373;14.318554;11.638922;12.253731;12.18503
24540;607775.903;10105.00;6141574897.08;1;14.658689;11.971439;0.0;0.0
24541;1235094.456;10020.53;12376296362.51;1;15.115345;0.0;0.0;0.0
24542;3902526.92;18944.18;74517415317.06;199;14.318551;11.638922;12.255471;12.190581
24543;2766529.762;11334.46;31357119142.90;3;14.545084;11.860126;12.47523;12.406334
24544;513249.428;133441.08;68576074471.78;3664;257.5418;29.966173;63.835335;16.415754
24545;7277286.162;27107.20;196190990828.92;797;12.36913;12.070423;13.123005;13.226211
24546;729087.056;12416.22;9052503586.45;5;13.581539;13.274744;14.35779;14.453836
24547;10804.281;12807.86;10028336228.87;2;15.511746;15.436324;16.382154;16.46867
24548;247150.514;21037.50;5199428898.38;11;12.082168;12.149;11.900647;11.301588
24549;15625555.232;12957.30;202464961855.21;1;12.74002;12.807243;12.557436;11.95487
24550;3254892.721;13968.04;45464468702.43;102;11.884335;11.833591;11.702384;11.662737
24551;6861287.58;10868.96;74575084475.16;1;13.101334;13.050036;12.917407;0.0
24552;844739.565;13037.70;11013458893.40;39;11.884338;11.833591;11.702384;11.662737
24553;451562.299;12348.63;5576175541.34;41;27.488388;18.310349;17.921686;15.925174
24554;1512149.037;12739.43;19263917964.82;5;29.399433;20.084179;19.689709;17.668142
24555;359149.078;12206.20;4383844010.44;29;13.303144;13.157656;13.206894;12.985463
24556;533253.481;12206.20;6508996456.83;20;13.303147;13.157656;13.206893;12.985463
24557;5312612.404;12862.28;68332310262.97;3;16.616224;16.541693;16.542734;16.328022
24558;1313673.199;11847.03;15543125785.83;97;17.522804;11.894223;11.890674;11.499183
24559;475620.816;12031.33;5707488263.53;9;19.049921;13.348397;13.344802;12.952234
24560;8624493.396;10397.01;94347048432.09;384;15.488546;17.335209;0.0;0.0
24561;11040970.96;17437.39;186540458954.89;16;11.180045;11.324767;12.799672;12.93704
24562;435982.961;12681.63;6053804032.49;1;11.618945;12.407908;13.33134;13.460259
24563;8148228.87;12819.32;110863184337.43;18;12.116858;12.262797;13.757478;13.898982
24564;210265.134;16840.53;3524239187.26;8;10.312491;10.456087;11.912236;12.052147
24565;2575232.849;17605.12;45392488625.55;1731;11.399064;11.545061;13.014942;13.162576
24566;23176138.889;17199.83;398955814905.16;7878;10.853121;11.002337;12.482025;12.626861
24567;11377599.156;17192.19;217330874101.60;484;10.853121;10.99742;12.460761;12.601369
24568;10601276.995;12151.58;127081084455.27;3;11.399064;11.544071;13.013881;13.155489
24569;3492708.957;17784.43;62203223680.70;7;11.618945;11.764238;13.281337;13.400931
24570;97.371;13629.79;1327142.86;1;11.948246;12.094663;13.570314;13.713196
24571;11677915.304;16858.01;194798554591.15;6658;10.359002;10.130628;11.920331;12.096728
24572;7943466.002;12455.97;98943598488.96;1;11.618945;11.764238;13.238608;13.379658
24573;701804.233;12764.90;9007104701.93;3;11.622434;11.765364;13.376322;13.814093
24574;2974803.456;49912.53;148479973446.42;2;-0.213253;7.804022;-27.904007;-31.937275
24575;181204703.098;13077.81;2369760890352.37;5;-60.096825;6.778;-3.00658;-13.248399
24576;2435019.375;12487.42;22005103475.40;64;13.812481;12.55824;12.854028;13.163291
24577;1811301.601;14126.58;25509970554.18;1009;13.564653;12.313136;12.608582;12.916846
24578;5587423.575;12203.86;70492434452.06;79;12.8942;11.650051;11.94346;12.249041
24579;576030.835;13662.41;6869967904.80;3;14.699902;13.435909;13.733997;14.044446
24580;442867.772;12111.48;5386191478.36;132;12.672467;11.435356;11.726135;12.031808
24581;897821.887;11873.32;10660124851.77;7;13.789907;12.535914;12.831643;13.139636
24582;1093657.593;13703.55;15348523523.64;589;13.005393;11.760581;12.061111;12.367451
24583;653097.738;12403.72;8100840502.85;4;13.789907;12.535914;12.856788;13.152173
24584;163189.912;13360.98;2180377268.38;1;14.755261;13.929551;13.663511;13.865346
24585;1380342.453;17018.00;23489057739.77;349;12.616255;11.805894;11.5448;11.742883
24586;2695637.799;16589.56;44719453765.99;7;12.066514;11.260098;11.000274;11.197394
24587;637185.051;16258.18;10359663019.61;259;11.5221;10.723401;10.464446;10.661129
24588;368513.502;14314.08;5268195043.93;115;12.20926;12.015523;10.17749;9.535741
24589;1029566.439;15029.66;15474030274.69;264;13.314465;13.118729;11.262536;10.613801
24590;3003689.217;14214.98;41524928612.82;10;12.759161;12.564382;10.717261;10.071691
